College,Uuid
Southern Crescent Technical College,e2cd0e4f-cab6-4535-820e-c0fd2c67a8bc
Southern Illinois University Carbondale,282c1e12-97c3-483f-bcda-4bb6f9371ce7
Southern Illinois University Edwardsville,86825bfe-4bfd-45f6-992b-af03615faa7b
Southern Maine Community College,e796cd05-8bbf-4861-9c88-4579c0ca9dc5
Southern Methodist University,b1b6ff67-4938-4b0c-9645-8ae03caeb22f
Southern Nazarene University,c418a1ed-41de-4f2f-b3d0-dc4fa478bcda
Southern New Hampshire University,1dea6507-ce60-40bb-99c7-05b4140d7ce1
Southern Oregon University,fbc0bde8-b345-45cf-a8e4-732d5de6ed3a
Southern Regional Technical College,91c2a0df-d1af-499b-9294-9f0dd2a54e18
Southern State Community College,3a922f66-120d-48e6-8ccd-796b2b4e9b83
Southern Technical College - Fort Myers,b018fe66-eb78-4812-86d4-faf56a51b503
Southern Technical College - Orlando,17082760-f497-4e20-b1a5-77aff5761d7e
Southern Union State Community College,e90b06f8-3814-4320-a1bc-0811e45763c5
Southern University & A&M College,25aef7f7-066d-4527-ab25-20fbda297cee
Southern University at New Orleans,5c5db1eb-b430-4b61-9843-897623b16797
Southern University at Shreveport,ebca835c-c83b-414a-a018-5771dd69c269
Southern Utah University,8a8c50fd-2a3b-45ea-9e86-c0d7e60bf252
Southern Vermont College,2d9c20cd-c1d9-4622-b468-e5263b0eaf9d
Southern Virginia University,462dd891-74d6-47d0-8b4f-82df4d4a3232
Southern Wesleyan University,e5da6025-115b-44b1-aa7a-01ed4f30fad5
Southern West Virginia Community & Technical College,e465ab12-25e8-4221-ab5f-c35a35b11589
Southside Virginia Community College,7508bba5-5973-47ff-909f-70f677df0851
Southwest Baptist University,5204571f-03a8-48f8-a5a7-6e1fd4bb708c
Southwest Institute of Healing Arts,f18bce3d-e842-4683-a239-1b38205539e5
Southwest Minnesota State University,63ec5a06-3051-4b65-b163-79d23ab265d8
Southwest Mississippi Community College,c06e3e72-59da-4eca-9264-e5e34b80ece7
Southwest School of Art,95224095-a918-49a2-b469-845692e24024
Southwest Technical College,e108994d-1c15-42a7-bf76-bd343691185c
Southwest Tennessee Community College,64df0353-3797-4fbf-a2a2-71458beca671
Southwest Texas Junior College,f08c392a-a013-4979-a633-406bac7a3d7b
Southwest University,a7294d9b-e8ad-4d10-87d5-e2e413738080
Southwest University of Visual Arts - Tucson,ebf9ff16-331c-40e2-ab9a-9d57aa8d0712
Southwest Virginia Community College,2b03a909-dba3-44ea-9e59-c5cac214aa9a
Southwest Wisconsin Technical College,5106c398-6f52-4641-ae42-134e871a0a35
Southwestern Adventist University,539a5849-0d39-451a-9c94-8891b0cb8bc5
Southwestern Assemblies of God University,c45e7144-d7cd-4ee0-a779-641ea23d6215
Southwestern Baptist Theological Seminary,ed19abb6-2241-4e06-b669-c10276266250
Southwestern Christian University,9ba1ad3f-95de-445a-ba2e-c7e2cfdfe660
Southwestern College - California,9705cbb6-e193-4c0b-a14b-a31802fa5ca9
Southwestern College - Kansas,416d123e-512c-4cf7-9a23-126c607a33c5
Southwestern Community College - Iowa,66cd545d-626a-40b4-a0fc-71114c4e1883
Southwestern Community College - North Carolina,13ceb3ce-5b35-4c08-a3dd-1b8633f404c1
Southwestern Illinois College,81c52d89-1574-42bc-b6b8-e356cc0869db
Southwestern Indian Polytechnic Institute,0e41ba58-38e8-49dd-8efa-39ffbb257dc3
Southwestern Michigan College,018cf31e-4087-46e2-aefe-97921e0c2232
Southwestern Oklahoma State University,0d3b1b07-3d0b-42ce-bc27-d36a07aebadc
Southwestern Oregon Community College,1c724835-232d-4010-8127-eeda7bc0eb9e
Southwestern University,59885caa-b205-4c07-ab30-607ad21c8e12
Sowela Technical Community College,2b6d809c-5ad2-4e71-85e5-45442f981db8
Spalding University,860d91fd-a1b3-435f-948f-aa473e2c0493
Spartan College of Aeronautics & Technology - Los Angeles,a8ae3ad0-71c8-4ae1-a915-b8bd9db4a1d8
Spartan College of Aeronautics & Technology - Tulsa,ebcb9615-3017-4fb2-bba3-5dc7ff3925ad
Spartanburg Community College,8f2804ac-f3a2-4b26-ba32-9ebcf1dd7415
Spartanburg Methodist College,a9a54174-fb87-4bfa-a7b6-7cebcaa9ecc2
Specs Howard School of Media Arts,8fee1429-cd6e-4851-8914-1bb9c76eaac1
Spelman College,73446a4f-a085-462a-8efb-3bab23d03fce
Spertus College,71e592e5-90be-4cac-b52e-bfbc772ed465
Spokane Community College,2320e77c-8e70-4457-a6e4-2b36e644f884
Spokane Falls Community College,7badba9f-8d0e-439a-bbb8-e4c72e90f3ed
Spoon River College,db85ba68-ad93-4401-b60c-cdf609b195df
Spring Arbor University,51fc5bd3-b8fd-4df6-a8c5-168dec347147
Spring Hill College,c0d9a4a8-43ed-4590-9527-f49b93ea17e0
Springfield College - Massachusetts,409f3fdc-df3d-4482-9f3c-fdb10492bab1
Springfield Technical Community College,63de5013-3d7d-4f04-a3c1-8c4103043b7f
St. Ambrose University,d4fa5ffe-cb88-4cc9-9d54-e582b9a1be2f
St. Andrews University - North Carolina,fd644383-cb78-4893-a602-6af8e8fc70c4
St. Augustine College,65fc5e64-97ac-41c9-ad84-fe39282fd309
St. Bernard's School of Theology & Ministry,7eab30bf-d59f-4ef5-a154-b3d756c70e62
St. Bonaventure University,88e9031e-f7e1-42f5-9d9e-d109c05c33f8
St. Catherine University,f029aba7-2639-401b-a1ef-fe28a75cb5fa
St. Charles Community College,efe0d0fa-cb68-45f8-9848-f919dee3a737
St. Clair County Community College,55f23669-a7a9-4e35-96e3-890e44d38f66
St. Cloud State University,fd9b51db-d226-422d-91d8-07aa961dbd83
St. Cloud Technical & Community College,d1485611-3833-43eb-8944-f8fd005759bc
St. Elizabeth College of Nursing,94d35ace-31d2-47a5-a41d-f3de8d3815d2
St. Elizabeth School of Nursing,cdbd5aff-f872-46db-9254-c6006675bd5d
St. Francis College,f4bac55f-4769-4b8c-b9b1-825e2bb94453
St. John Fisher College,4876c32f-ba5f-4b0c-b85e-bba60a2887e8
St. John Vianney College Seminary,62f22f85-40d4-4084-9e2b-a74529e30393
St. John's College - Annapolis,9867cd6f-fa84-489b-845c-2b6abe188df1
St. John's College - Santa Fe,4a6a4077-b0c9-44fc-8d49-50a07b66df3c
St. John's University - New York,f065fb88-c933-474f-abb3-98eb0421a583
St. Johns River State College,1d150c65-1089-4873-9451-646038e64464
St. Joseph School of Nursing - New Hampshire,f82f09e0-20d9-40e1-b2b1-dfd7a66db818
St. Joseph's College - Long Island,68ce4256-9a00-491c-be4f-8b0f9aa52bce
St. Joseph's College - New York,d20f3736-fc88-4774-804c-6bc1a9e51c23
St. Joseph's College of Nursing,96694848-dcd9-4467-9765-d156c5c42fe4
St. Lawrence University,96732c0e-61bd-439b-936f-b8566785f060
St. Louis College of Health Careers - St. Louis,b58543df-d4fa-448b-bf5f-ccf7f76a9b88
St. Louis College of Pharmacy,04106f53-6d66-490d-ab8e-365de886a3cd
St. Louis Community College,52c165bb-f096-4431-baf7-e25a5041ebca
St. Louis Community College - Florissant Valley,64fb7dfc-910b-40bb-aca7-0a1c05fd736e
St. Louis Community College - Forest Park,08ff4ab5-4e87-4935-b0f7-fa7f71ee38d0
St. Louis Community College - Meramec,8ad7c7a6-4d04-43a8-87bb-0a832d979512
St. Louis Community College - Wildwood,3103157b-7f56-4efd-852a-a58a5e9b9fd8
St. Luke's Hospital School of Nursing,14371ecb-ee76-408e-a0af-3cafe3d87588
St. Mary's College of Maryland,f6864856-1dd5-488f-b2ad-532ff8b061b6
St. Mary's University - Texas,bfd9cd81-afba-461f-b8c2-d80d33130493
St. Norbert College,8a72c13a-3ea9-44c2-a121-7a777fbc0aa5
St. Olaf College,9d87a681-a420-4920-a729-3cfaa05b02b9
St. Paul's School of Nursing - Staten Island,58842975-56e8-4b54-b1b4-62f9f80d348e
St. Petersburg College,5a4e3e0c-068e-439b-a368-c6c0d4edf40c
St. Philip's College,9536ba0d-9843-4970-8795-6b0cad2b1338
St. Thomas Aquinas College,ed40136a-5580-49c9-a25a-d0925df8d57c
St. Thomas University - Florida,96b631bd-c67e-4c7a-81fe-1c5b14df55ca
Stanbridge University,beec4c79-6454-4fb7-bce9-36305c4c58c8
Stanford University,e3c7da9f-a6d3-4951-bfbb-6049c2ac56e2
Stanly Community College,c5685c38-1539-440d-af3e-a6d2e9427fa5
Stark State College,3c0ba9b0-11ca-4a63-8e02-a19b921546a2
State Career College,85be277d-6d96-4ccb-a359-a3c38b52725a
State College of Florida - Manatee-Sarasota,0a757d8e-8aa8-4b41-9172-1315ecbdb907
State Fair Community College,10e1cb89-1e58-4ba3-a067-0b54e4a87438
State Technical College of Missouri,3d3989cd-58f9-4bee-9f9b-087d2b98f06f
Stautzenberger College - Brecksville,1d21688a-dc2a-46dc-8fd3-7fdb8e6a9fa3
Stautzenberger College - Maumee,73d89a37-acf0-448d-841d-f5329cf5eafe
Stephen F Austin State University,1fd179ec-4daf-4024-9266-198805d9bbcf
Stephens College,c4ffe4e0-d6e1-408f-abdc-085006e8dab7
Sterling College - Kansas,a86ceca7-6ddb-43a8-bb62-dcdea6bb9f0a
Stetson University,5396b5d3-6e4b-4560-bc24-bd0bfd2b4094
Stevens - The  Institute of Business & Arts,7fed4e85-7ad8-47d9-9ae8-c179c7d46877
Stevens Institute of Technology,94e9c220-e7d8-464d-a9fa-505420b03862
Stevens-Henager College,5c6b9df4-de61-4edc-a2be-28155b105276
Stevens-Henager College - Boise,e61cb366-10b4-449d-8ff9-f0ede133a768
Stevens-Henager College - Idaho Falls,90edbec6-16bc-4315-9ad2-73973a48d832
Stevens-Henager College - Logan,28ac87ab-5def-4115-b57e-22bb82e71acc
Stevens-Henager College - Murray,8836aa0d-cd3b-416d-a953-2542914eecc8
Stevens-Henager College - Ogden,c0ecdce3-cb73-4812-ba34-25ada08e7662
Stevens-Henager College - Provo,a2016c59-1ee0-40a4-88a4-9326a762d441
Stevens-Henager College - St. George,4bb32d38-c357-4288-9380-b5c47b945ef3
Stevenson University,2a97f7fd-da39-476f-8a72-3ebeb519914d
Stewart School,22f59f86-7a6d-425f-8e45-a7ee5677dd48
Stillman College,fc0d1ec3-ab59-49a9-8b5c-5761bb43b4d9
Stockton University,8f83ef77-04b7-4d20-9267-e2739ca2f84f
Stone Academy,97860836-dd82-4ca8-8600-6002a5ba0f6b
Stone Academy - Waterbury,2b5e2c94-4bbd-4900-bc7a-d0f1a17c7cb0
Stonehill College,18ec6651-0bc7-46a3-b58a-0b6da466605b
"Stony Brook University, SUNY",3cf1630c-6cf0-4189-99aa-10eff7266f78
Stratford University,2b3853d6-ef52-451b-b514-9f6db2dcdb77
Strayer University,d8d5d18f-c3c1-461c-bd69-96ae30470eb6
Strayer University - Alabama,693a3457-1392-4ec9-b0a4-6290c5fde03c
Strayer University - Arkansas,913b7365-a0ed-4975-82f5-391a7922a409
Strayer University - District of Columbia,8a80212a-dc73-472b-a699-843bff2d1935
Strayer University - Florida,42b4642c-f9fd-47ab-b44e-149e05c5d981
Strayer University - Georgia,051fc58f-33de-4e9b-9ff1-3627c00649b3
Strayer University - Global Region,eefa7513-8c09-4f15-9ae7-05ecbd7c36f0
Strayer University - Illinois,ad0ca12d-5de7-4eac-90ca-9532e1910178
Strayer University - Indiana,52fe674e-638d-4270-8757-89c8e38fadfe
Strayer University - Maryland,8e2240c5-22bd-45e6-8053-d10bc747cc82
Strayer University - Mississippi,4551ac0f-01c7-44c9-a3cf-b481026b82b9
Strayer University - New Jersey,ecc600af-6852-4819-ac6b-552693f52601
Strayer University - North Carolina,b02666be-85bb-4f8b-8194-15305c75a022
Strayer University - Pennsylvania,a2e082e1-7375-44a7-a707-b9d5df4b7317
Strayer University - South Carolina,2375b916-2c48-48dd-ab57-559e180d9fbb
Strayer University - Tennessee,96e12e7d-0909-4d88-a47e-73008e71ca39
Strayer University - Texas,e4f69aeb-c5bd-4b96-95ac-c5c928c06c68
Strayer University - Utah,3b5f36eb-6149-481f-ac1d-2ba3c48a3d87
Strayer University - Virginia,0f57e654-7e5d-4532-a912-e0554443106b
Strayer University - West Virginia,7d943b1c-c7b0-4c62-8f09-3d8fa29cbab0
Studio School,b196dd52-1966-476e-8e60-07d31ca17394
Suffolk University,7747bac0-0e79-4ba7-8574-b7d7c2efc05e
Sul Ross State University,4755f8e4-ceeb-4aa3-a493-893bc7e3dd79
Sullivan University,3979bbb3-900e-4768-aeaf-208afd6f27d1
SUM Bible College & Theological Seminary,4c35c292-eed9-40be-a0dd-dfe95358691c
Summit Salon Academy - Gainesville,f6643476-24aa-417d-9114-2cd85b94bc2b
Summit Salon Academy - Portland,538e25ff-69e3-4129-8d05-039d11281808
Sumner College,723f4eb7-db16-477a-8ef6-68fc7563d2e2
SUNY Adirondack Community College,7bb2731a-ee7c-4bdb-989d-27ffb3c34b22
SUNY Alfred State College,70a320eb-b307-4b8b-b13d-e5ec32973afe
SUNY Broome Community College,dd270aea-b2d7-42fb-9cda-3767eb4220d0
SUNY Buffalo State College,a1361929-d873-4799-80ec-6a107d1c0d6c
SUNY Canton,beca1a33-bf27-4144-83fd-92a861c1ddbd
SUNY Cayuga Community College,ed9973f0-c56d-47ce-8589-d94c96f4b6e6
SUNY Clinton Community College,858903a2-f4d9-4270-a655-3531b4016660
SUNY College at Brockport,cd508b53-368f-4883-895a-c75b0aaa5fca
SUNY College at Old Westbury,f78f2ee4-a901-4d21-b96f-9cc9be5e8291
SUNY College at Oneonta,c67d3421-4e03-479c-815d-25e92bf34d8c
SUNY College of Agriculture & Technology at Cobleskill,6096caac-f98f-4805-acfe-b5c825516db5
SUNY College of Environmental Science & Forestry,344f839e-671e-4d97-972e-611aeff43b34
SUNY Corning Community College,8873fe5b-026a-4551-9eb6-8def2adb1f0b
SUNY Cortland,5d99ce6e-0592-4b9e-87c9-e3f185d4735f
SUNY Delhi,86de06e5-9fa7-4dc9-b2fd-9c48036a0259
SUNY Dutchess Community College,f7dbf25c-e50c-4222-94d0-4498316caa4d
SUNY Empire State College,72b09d46-c906-4a0c-a445-eb3100eb5bb6
SUNY Erie Community College,3c653f8e-b246-4922-a683-5bd91ee36534
SUNY Farmingdale State College,a0f566ad-11d3-485b-8879-df105d764754
SUNY Finger Lakes Community College,79134fe8-70df-4870-973c-8dd5d847ebf6
SUNY Fredonia,8dba5571-9c2b-4c81-9db6-14b9cbbdb67b
SUNY Fulton-Montgomery Community College,2613292d-bbe4-4515-90ef-5a7dc563b5b7
SUNY Genesee Community College,6a0a53a8-f258-4a61-93db-34d992bf55b4
SUNY Geneseo,f093b4d9-45b1-41ba-8de6-4ef44451520c
SUNY Herkimer County Community College,fbd49364-b2d1-4881-87e9-5c9d62e90220
SUNY Hudson Valley Community College,4d778378-3df6-4730-82d3-ed9ab0542b58
SUNY Jamestown Community College,814c146f-e125-43b1-9388-f7532dfd628d
SUNY Jefferson Community College,33e56175-b26c-47c4-872a-62cd82d62a2a
SUNY Maritime College,600dc8dc-eda3-4c9a-9226-e788eba4be46
SUNY Mohawk Valley Community College,67a26983-e5e3-4364-a3d3-67cd56f7240f
SUNY Monroe Community College,7a0d4690-5d55-4b5f-8dca-efde515c414c
SUNY Morrisville,c4a9686a-8b08-40f7-8bc5-2c4af8057013
SUNY Nassau Community College,3320e0c3-8bae-4807-9a8d-bd48df7e5e58
SUNY New Paltz,49001607-bdee-4b32-a883-764faec11548
SUNY Niagara County Community College,2364df3b-4d2f-4b1c-8169-3f405f5eb6f9
SUNY Onondaga Community College,50f85e1b-0559-4d4c-b807-7d105b2e5ae7
SUNY Orange County Community College,f2bc0fe8-94b4-485b-b794-010504ea470d
SUNY Oswego,c0d912d3-8814-47fe-9be4-af999dd0affb
SUNY Plattsburgh,d0af3509-721d-4570-b400-a65f59e2bae8
SUNY Polytechnic Institute,395db050-abc3-4a34-bacd-dc6634f4cd62
SUNY Potsdam,471db468-d26a-46f1-8b7c-cd3def1ceb06
SUNY Purchase College,8cf2850c-e7b4-4c0e-b3ca-0fcbc623cf1c
SUNY Rockland Community College,a552d25b-5ca7-4e3e-96b4-4f1ea3078b99
SUNY Schenectady County Community College,478e80ef-2c21-4f85-a992-9cda67787305
SUNY Suffolk County Community College,515427cd-b3d4-45b7-95cc-c963225393ef
SUNY Sullivan County Community College,2af88d52-f15e-4a6e-a060-0ff87b6b8b21
SUNY Tompkins Cortland Community College,bf822250-1da6-47f7-8c42-ae0a7f38f3b5
SUNY Ulster,bffc4a7d-f418-4606-aec3-54854737cb0a
SUNY Upstate Medical University,379ec99e-50c7-4eca-8b99-54a728173593
SUNY Westchester Community College,adcb6309-a42f-47ce-b8a7-4d3a15e46a7e
Surry Community College,cb6640b1-d64c-46fc-976d-a2861a17d6ac
Susquehanna County Career & Technology Center,86c6d5c6-2343-409d-ad74-f380fa211c74
Susquehanna University,e5c0272a-a098-492f-829a-b1bca6f76e4b
Sussex County Community College,1023a650-a252-497b-a977-11ef16a5afcc
Swarthmore College,891f20e2-4b6f-4626-83f3-15d502b2e7c1
Swedish Institute College of Health Sciences,f077212c-19ef-463c-a185-4d1810725170
Sweet Briar College,6575cd69-4999-4cdb-95c8-34a88219706d
Syracuse University,1cdf907c-1b8c-4174-9277-c67d6a59d677
Tabor College,1eb2ecf6-73b2-402e-b16f-de8d65a0d1f6
Tacoma Community College,07aaa054-28eb-4bc8-90d3-dbbc24c46f0a
Taft College,d66a11be-67b4-4b69-82b0-753507061f93
Talladega College,2b9caca0-1fcd-4420-a043-1088d6f74400
Tallahassee Community College,0bd270a6-42ab-45bb-a82f-7585e1ce80b6
Tarleton State University,eb0e57da-6ba2-4998-a94f-bb36fe0f5767
Tarrant County College,489566f0-4a4a-424f-8984-f6a574d2b279
Taylor Andrews Academy of Hair Design - West Jordan,9c794526-aabc-49c6-b42a-1915b8a58776
Taylor College,cff27330-a867-47dd-bf77-b91d9b54fa4f
Taylor University,23dfdc50-c6a3-42a5-b318-71186d894781
Teachers College at Columbia University,56884ed4-e956-4eec-978b-0c4565c1f9c6
Technical College of the Lowcountry,c2e2bf5b-b585-4724-b21a-ed526e1411a9
Technical Learning Centers,27674ef1-8454-486d-8960-36a180fb8479
Temple College,8e7a8a07-fdb2-4c81-86ea-49347c62c95b
Temple University,02e8c17e-d644-4a0d-b426-f4c9b43067bd
Tennessee College of Applied Technology,27705121-9fc9-46ff-a773-cd0b83fcfba4
Tennessee College of Applied Technology - Dickson,d8fb00be-fe6e-40b9-a97c-438b01ca3417
Tennessee School of Beauty of Knoxville,a9d42ed3-8711-4ee3-94cc-aeb1dd0b064a
Tennessee State University,9bf8bda8-2e85-492f-ad10-2498a1fc04b3
Tennessee Technological University,f9d4d833-cc90-4837-8080-6e772f185197
Tennessee Technology Center at Harriman,73121844-bc26-4be1-9e34-f3a21edbd947
Tennessee Technology Center at Hohenwald,4279c226-5be8-4525-a79a-9738346feb09
Tennessee Technology Center at Murfreesboro,b768e451-e066-4a82-a050-649000e1bc5a
Tennessee Wesleyan College,c4f6b3df-2866-4152-b131-80714b19acaf
Terra State Community College,72c0a62c-4ba1-4fa9-9f98-e5247d2ff446
Texarkana College,7e3d034c-b8f5-4289-aebe-271ab973046a
Texas A&M International University,ba6af4dc-6021-4d80-bd19-cadb97e14a69
Texas A&M University,ac9cfdaf-b7c0-44c8-931b-af5caa160f52
Texas A&M University - Central Texas,a630fb2a-1020-45b1-8c1e-036e7d37e989
Texas A&M University - Commerce,3602fc0f-fca6-4a42-8e3d-2ae888e5927f
Texas A&M University - Corpus Christi,80e8118d-f92f-4d0e-89a7-fab1b5fb8698
Texas A&M University - Galveston,7369931d-26c3-4445-af05-ef7c47ad7b32
Texas A&M University - Kingsville,c6a40b5a-047f-411f-997f-670d25d1f5b8
Texas A&M University - Texarkana,dc2a3c04-3c0f-4e8a-9ca8-9938f1c67eaf
Texas A&M University-San Antonio,18dd1f06-29dc-40af-9182-557f2eb0d163
Texas Christian University,ba06e292-7562-4501-83bf-9842bb0589f8
Texas College,0dbe6c17-9260-4a1f-a705-13e403fe12f0
Texas Health and Science University,6be18feb-e032-4fd6-a0e5-287fd87905e1
Texas Lutheran University,84d212db-1ef1-4f97-8b18-4d5f1f8525f4
Texas Southern University,3a87aa48-3050-4b2d-9b40-122d3c2f75ad
Texas Southmost College,4b4986b5-eba3-407e-b038-ed65ec8ea8cc
Texas State Technical College,d1165839-5fd7-41d4-9e38-9cc0d82060a5
Texas State Technical College - Marshall,017a3573-5e61-48bd-828c-bf7bc6511d07
Texas State University,38a7a161-8aee-4ce7-b730-9441341303a5
Texas Tech University,134539d5-e860-4c36-85f9-a5cc48d67109
Texas Tech University Health Sciences Center,baa94901-aa42-4414-b6ab-80477e3d643c
Texas Wesleyan University,0c1bbdd2-6245-43ce-bb41-aa3e3273feb7
Texas Woman's University,4c402265-45db-4c04-89fd-59f19dec10a6
Thaddeus Stevens College of Technology,6f7579d4-8869-43f3-9df2-0d08238393b1
The American Academy of Dramatic Arts - Los Angeles,4212be58-3846-4959-9ea4-40ab278b61d6
The American University of Paris,4f4a7c44-81ab-40d9-a37b-10eb41eb1f16
The American University of Rome,1ac78520-b85e-4f26-917a-1148e0a9cd69
The Art Institute of Atlanta,4dea5b92-885d-43e5-a5dc-a6fd577e7d18
The Art Institute of California - Inland Empire,57b9e4e1-c349-4c09-9335-e04057aaa282
The Art Institute of California - San Diego,f0941134-699a-47a1-a529-4d2ed142babb
The Art Institute of Charlotte,496ddb68-d4d7-4264-bce3-5e917af2dcac
The Art Institute of Houston,05caa569-7e52-4486-bc09-6df24c60ece0
The Art Institute of Las Vegas,c1b2e274-460c-4c93-af7f-f2c62d5d9bd3
The Art Institute of Pittsburgh - Online Division,c996f33b-229b-4781-8cc3-aeb4d775bb5e
The Art Institute of Raleigh-Durham,80e386b2-b1ff-4870-a1d8-d70a8e9f27c8
The Art Institute of San Antonio,fbb71266-90c1-4113-96ac-2b3a79c4aad3
The Art Institutes,55c8438a-9443-4e84-a91b-51eb1d0aa826
The Baptist College of Florida,dffc9575-bbd5-4dfd-b228-6a3e83462a59
The Barber School,8f0e6c63-ebaf-468a-a5d9-d07e697dae3a
The Chicago School of Professional Psychology - Chicago,87893e9f-90a0-4feb-acd7-032444da7691
The Chicago School of Professional Psychology - Los Angeles,49773f16-67c8-4ba1-afdc-7f058f4fbc76
The Christ College of Nursing & Health Sciences,e79c64fa-769b-429f-b84d-c4b12095cd91
The College at Southeastern,1dec7a79-c037-48bd-99ec-d7c0daa93cee
The College of Idaho,50efb8aa-0784-470d-b356-f7b1a9278d67
The College of New Jersey,5029c3cc-a7d0-44a8-ac6a-215575af1342
The College of New Rochelle,c9c8cea9-714e-4f25-86bb-fc04a64be77e
The College of Saint Rose,65efecda-0d03-4cb6-9e7d-ec8095ab2552
The College of St. Scholastica,0b7a561d-971c-46e8-bd1d-5f993983896d
The College of Westchester,4d7b78d6-d858-4a4f-90a9-51b13c743cb9
The Commonwealth Medical College,12d1990d-5cc2-4af7-be37-84896ef35d48
The Community College of Baltimore County,4967d892-e406-44c1-872f-a3deb2a62619
The Cooper Union for the Advancement of Science and Art,65ae1a47-e95a-4b30-b236-766926b18504
The Culinary Institute of America,1df42396-f9b8-45f8-8aab-8fa83a1650c8
The Evergreen State College,0d7e89d6-ca95-4ad4-bf25-7b1b7760474c
The Juilliard School,5b93de45-b229-4b86-ac03-f1dce161eec6
The King's College - New York,fbfee350-43e0-499f-8dd1-7ea7dc34a60a
The King's University - California,2a56e892-f941-4933-9487-c2c663d66bb7
The Los Angeles Film School,83fc3e00-fe00-4bd0-a636-569b8778cae3
The Master's University,b56c4a6b-1db7-44fb-805a-30f3b3b61862
The Modern College of Design,a81a1e8a-7409-457d-8b4b-6d06f49614cf
The New School,c80defd8-cb74-4e65-899e-5fd27a339e5e
The North Coast College,04b39f79-cfc6-4682-b0ff-80ed84c3a72e
The Ohio State University,6546bf51-e026-4a43-ba7f-79f02126e09c
The Ohio State University at Marion,09bb4e06-72ae-4242-b33b-c6dfc1315245
The Reading Hospital School of Health Sciences,c40a992d-4851-42a7-868b-919c35151f01
The Sage Colleges,5c21c9e9-033f-49f5-a7f5-2b89e6c93f79
The Salon Professional Academy-Nashville,cf9cfda4-6cc4-4993-846e-502e88ba32e9
The Santa Barbara & Ventura Colleges of Law - Ventura,95428f56-6004-4ea6-981e-8892f7aeb84c
The Southern Baptist Theological Seminary,1dac969c-2229-45c1-9b7b-b406c44c38fa
The Studio Academy of Beauty,b5f9736a-130b-4aa4-8ca7-388e483d9325
The Temple: A Paul Mitchell Partner School,780eee3b-6aa6-4781-8a17-7a50b9fd45c8
The University of Aesthetics & Cosmetology,ce206264-f4a6-4564-9eb6-f7a124382113
The University of Alabama,e603d6f3-da79-4022-b353-e18396dd756a
The University of Alabama in Huntsville,b9be9f9b-9415-49a6-990c-febf24814572
The University of America,d1a1995e-2acb-45e7-ac24-20f687440c6e
The University of Texas Rio Grande Valley,3ed520d7-0315-4f25-b696-562531d896d3
The University of Virginia's College at Wise,1405614c-7cc8-4d86-a273-4576712cfb23
The University of West Alabama,56275b96-b1a5-4e0e-881a-538a151ced35
The Utah College of Dental Hygiene,7c2c17dd-5ddb-4be8-a52e-30ac47dc72bd
Thiel College,9a366ce4-199e-4ff5-a4f2-b47de39a531b
Thomas Aquinas College,d7ef5572-b6f3-432b-b02e-d3c3d559201c
Thomas College,147e1e13-2ed5-4f08-b810-93479af0b3e7
Thomas Edison State University,1699af02-fe96-489d-bad3-929dc03b2160
Thomas Jefferson University,e8c9ebc6-90c5-4cdf-a324-2cce16060b61
Thomas M. Cooley Law School,d1243e21-6094-4687-bfcf-fab9c9118846
Thomas More College of Liberal Arts,ac3270d4-2d9f-43fb-8cc6-63d068e4fb87
Thomas More University,561db14a-1b28-4eb2-bfe8-bf61ed6050e2
Thomas Nelson Community College,2fa97c05-2fc1-47f9-a949-d3d1f5110908
Thomas University,230ce823-3185-4657-9b7a-7475a3763a08
Three Rivers Community College - Connecticut,a8a5fdf8-a45b-44c9-9d75-74c465d13935
Three Rivers Community College - Missouri,002a2a6e-92db-4d3b-93bd-4a9f4f0497de
Thunderbird School of Global Management,e41333e6-b9b2-4955-83b1-be487677875b
Tidewater Community College,f91436d7-f431-416c-ab20-e8717ee54ed1
Tiffin University,c82bf0ab-7a48-40f0-9206-2818767b84cd
Tillamook Bay Community College,38c92e74-4deb-476e-bd0e-60b871c002db
Toccoa Falls College,9c0038e8-f381-4ab4-9eee-62965f6b3602
Tohono O'Odham Community College,4898dc8b-f4a9-4857-806a-dd0ee7d80fbd
Tom P Haney Technical Center,626c9ee4-31a9-40d3-8775-3af9688aa417
Toni & Guy Hairdressing Academy,bc98a39e-ea38-4227-b6af-383b877a6eb9
Toni & Guy Hairdressing Academy - Colorado Springs,f40286f6-b4d2-4766-9c74-8b1f01a7e8a2
Tooele Technical College,454b5f48-ebc3-4b5e-95c2-bb74f7222fb7
Tougaloo College,0de3413b-db8b-4552-a2ec-f7a69d5d28b7
Touro College,4e4eb415-3f91-4941-b85e-c42fef6f3c2a
Touro University - Nevada,eafca2c9-fb37-4be0-a586-e6882f419f66
Touro University - Worldwide,3ffa3db2-563f-4aa4-99c7-52ee39d515da
Towson University,ab1a251c-f240-4436-86fb-89c4136c70ed
Transylvania University,51a8a818-b9de-4e30-b9b9-acfd16032e05
Treasure Valley Community College,be82e3d9-6adf-4568-8f44-b6c1fc43d61b
Trevecca Nazarene University,9b3fc9b7-7059-469b-8f96-510c07e44215
Tri-County Community College,2f5379fc-f412-4bfe-980f-278ed41d38e8
Tri-County Technical College,16250358-3f6c-4d3d-bb11-b69ef7b8e85c
Tri-Rivers Career Center,b28a22c4-807e-4628-b9fe-99ce5b58a205
